Company Name,Website,Address,Phone Number,Customer Name,Position,Customer Phone Number,Email Address,Specialise,,,,,,,,,
Hankyu - Công Ty TNHH Vận Chuyển Quốc Tế Hankyu,,"Tầng 2, 11 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38229012,,,,hankyu@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Đại Tây Dương - Công Ty TNHH Giao Nhận Vận Tải Quốc Tế Đại Tây Dương,,"S48 KDC Miếu Nổi,Phan Xích Long, P. 3, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35172569,,,,atlanticexpress@vnn.vn,vận chuyển hàng hóa,,,,,,,,,
T.O.P - Công Ty TNHH Dịch Vụ & Thương Mại Hàng Hóa T.O.P,www.topcargovn.com,"Phòng B1902, Tòa Nhà Central Garden, 225 Bến Chương Dương, P. Cô Giang, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38360499,,,,topcargohcm@gmail.com,vận chuyển hàng hóa,,,,,,,,,
Công Ty Liên Doanh TNHH Dimerco Vietfracht,,"Tầng7, 29-31 Đinh Bộ Lĩnh, P. 24, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 73000788,,,,dimsgn@hcm.fpt.vn,vận chuyển hàng hóa,,,,,,,,,
Tân Nguyên Hoàng - Công Ty TNHH Vận Tải Tân Nguyên Hoàng,,"23/2 Khu Phố 2, P. Tân Thới Hiệp, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 37171814,,,,,vận chuyển hàng hóa,,,,,,,,,
Nhân Quyền - Công Ty TNHH Tư Vấn Nhân Quyền,www.humanr-vn.com,"E5A Cư Xá Tân Cảng, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35120802,,,,humanr@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Công Ty Thương Mại Dịch Vụ Cảng Sài Gòn,,"448-450 Nguyễn Tất Thành, P. 18, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 39404739,,,,,vận chuyển hàng hóa,,,,,,,,,
Nhật Khôi - Công Ty TNHH Thương Mại & Dịch Vụ Nhật Khôi,,"18H Lý Văn Phức, P. Tân Định, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38207158,,,,longwingcoltd@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Công Ty Cổ Phần Kho Vận Giao Nhận Ngoại Thương,www.transimexsaigon.com,"429 Võ Văn Tần, P. 5, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 38181079,,,,tsmsg-fax@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Giao Nhận Toàn Cầu Sunshine,www.sunshineglobal.vn,"129 Đường TA19, P. Thới An, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 35970264,,,,info@sunshineglobal.vn,vận chuyển hàng hóa,,,,,,,,,
Vpđd - Công Ty Cổ Phần Thương Mại & Hàng Hải Hà Nội,,"68 Hoàng Diệu, P. 12, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38265916,,,,,vận chuyển hàng hóa,,,,,,,,,
D.D.S - Công Ty TNHH Chuyên Tải D.D.S,,"112H Hoàng Diệu, P. 12, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 39433296,,,,protrans@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Phú Sơn - Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Phú Sơn,,"27/26 Hậu Giang, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 39480090,,,,,vận chuyển hàng hóa,,,,,,,,,
Dịch Vụ Phát Nhanh Siêu Việt,,"498 Nguyễn Tri Phương, P. 9, Q. 10,TP. Hồ Chí Minh, Việt Nam",(028) 38347678,,,,,vận chuyển hàng hóa,,,,,,,,,
Vĩnh Thịnh - Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Vận Tải Vĩnh Thịnh,,"74A Lũy Bán Bích, P. Tân Thới Hòa, Q. Tân Phú,TP. Hồ Chí Minh, Việt Nam",(028) 22458744,,,,vinhthinhco@yahoo.com.vn,vận chuyển hàng hóa,,,,,,,,,
Mê Kông - Công Ty TNHH Tư Vấn Thương Mại Dịch Vụ Mê Kông,,"53C Hồ Hảo Hớn, P. Cô Giang, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38389311,,,,,vận chuyển hàng hóa,,,,,,,,,
Âu Châu - Công Ty TNHH Du Lịch Vận Tải Âu Châu,,"27/315B Thống Nhất, P. 15, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 37161102,,,,,vận chuyển hàng hóa,,,,,,,,,
Phú Long - Công Ty TNHH Vận Tải & Du Lịch Phú Long,,"227/3 Phạm Ngũ Lão, P. 4, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 62898017,,,,,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty Sun Express Vietnam,,"Tầng5, 6A Hồ Xuân Hương, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 39300703,,,,sec@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Transworld Transportation - Vpđd Công ty TNHH Transworld Transportation,www.twttwn.com.tw,"Tầng7, Tòa Nhà OSIC, 8 Nguyễn Huệ, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38221396,,,,,vận chuyển hàng hóa,,,,,,,,,
Hùng Cường - Công Ty TNHH Thương Mại Dịch Vụ Sản Xuất Hùng Cường,,"207 Huỳnh Mẫn Đạt, P. 8, Q. 5,TP. Hồ Chí Minh, Việt Nam",(028) 38383985,,,,,vận chuyển hàng hóa,,,,,,,,,
Xuyên Đại Dương - Công Ty TNHH Thương Mại Vận Tải Xuyên Đại Dương,,"545/1 Đường 3 Tháng 2, P. 8, Q. 10,TP. Hồ Chí Minh, Việt Nam",(028) 39571377,,,,,vận chuyển hàng hóa,,,,,,,,,
Trần Sâm - Công Ty TNHH Sản Xuất Dịch Vụ Thương Mại Trần Sâm,,"86/16 Phổ Quang, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38471399,,,,transamsgn@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Trường Thịnh Phú - Công Ty TNHH Trường Thịnh Phú,,"53/8 Trần Khánh Dư, P. Tân Định, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 54046028,,,,,vận chuyển hàng hóa,,,,,,,,,
Đích Chính - Chi Nhánh Công Ty TNHH Giao Nhận Đích Chính,,"67 Trường Sơn, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38421532,,,,,vận chuyển hàng hóa,,,,,,,,,
Ngôi Sao Sài Gòn - Công Ty TNHH Dịch Vụ Vận Tải Thương Mại Ngôi Sao Sài Gòn,,"42/37 Hoàng Diệu, P. 12, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38262990,,,,sg-star@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Việt Năm - Công Ty TNHH Dịch Vụ Tiếp Vận & Vận Chuyển Hàng Hoá Quốc Tế Việt Năm,www.vifls.com,"17/5R Phạm Văn Chiêu, P. 9, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 22443708,,,,general@vifls.com,vận chuyển hàng hóa,,,,,,,,,
Yamato Logistics - Vpđd Công ty TNHH Yamato Logistics,,"Phòng 1202, Tầng12, Cao ốc Sun Wah, 115 Nguyễn Huệ, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38278328,,,,kimchi-yamato@vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Đạt Anh - Công Ty TNHH Thương Mại Dịch Vụ Đạt Anh,,"112/9 Bạch Đằng, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38485661,,,,,vận chuyển hàng hóa,,,,,,,,,
Bảo Thiên - Công Ty TNHH Thương Mại Dịch Vụ Bảo Thiên,,"42/32A Ung Văn Khiêm, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35113853,,,,,vận chuyển hàng hóa,,,,,,,,,
Cầu Không Gian - Công Ty TNHH Thương Mại Dịch Vụ Hàng Hoá Cầu Không Gian,www.airbridgecargo.com,"Phòng 309, Tầng3, Tòa Nhà Waseco, 10 Phổ Quang, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38450590,,,,,vận chuyển hàng hóa,,,,,,,,,
Ha Vi - Công Ty TNHH Giao Nhận Vận Tải & Thương Mại Ha Vi,,"1/8 Trường Sơn, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 39484078,,,,,vận chuyển hàng hóa,,,,,,,,,
Tuấn Mạnh - Chi Nhánh Công Ty TNHH Vận Tải & Thương Mại Tuấn Mạnh,www.tuanmanh.com.vn,"304/9 Khu Phố 1, P. Thạnh Xuân, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 38919530,,,,trongdung@tuanmanh.com.vn,vận chuyển hàng hóa,,,,,,,,,
Quang Bảo - Công Ty TNHH Quang Bảo,,"1097 Cách Mạng Tháng Tám, P. 7, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38647092,,,,,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty Samyoung Express,,"28-i Mai Thị Lựu, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39111335,,,,samyoungvina@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Chi Nhánh Công Ty Cổ Phần Nhựa Cao Cấp Hàng Không,,"124 Hồng Hà, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38487178,,,,,vận chuyển hàng hóa,,,,,,,,,
Nhã Bình Phương - Công Ty TNHH Nhã Bình Phương,,"186A Đường Lý Tế Xuyên,Khu Phố 1, P. Linh Đông, Q. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",(028) 62823106,,,,,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty Exel Hongkong,www.exel.com,"Tòa Nhà E. Town 2, 164 Cộng Hòa, P. 13, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38125705,,,,,vận chuyển hàng hóa,,,,,,,,,
Kha Nam - Công Ty TNHH Thương Mại-Dịch Vụ Kha Nam,,"48 Phan Văn Trị, P. 2, Q. 5,TP. Hồ Chí Minh, Việt Nam",(028) 39236952,,,,congtykhanam@gmail.com,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty Vận Tải Quốc Tế ITI,,"Tầng 3, Tòa Nhà OSIC8 Nguyễn Huệ, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38257623,,,,iti@fmail.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Linh Long - Công Ty TNHH Tiếp Vận Linh Long,,"524/13 Nguyễn Đình Chiểu, Lô 69, P. 4, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 38328269,,,,,vận chuyển hàng hóa,,,,,,,,,
Nam Việt - Công Ty TNHH Giao Nhận & Vận Tải Nam Việt,,"32 Xô Viết Nghệ Tĩnh, P. 19, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35142715,,,,,vận chuyển hàng hóa,,,,,,,,,
Doanh Nghiệp Tư Nhân Thế Nhật,,"115A KP 3,Tô Ký, P. Đông Hưng Thuận, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 37159366,,,,,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH MTV Giao Nhận Và Vận Tải Ngoại Thương,,"7/1 P. Trường Thọ, Q. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",(028) 36402378,,,,chulv@transimexsaigon.com,vận chuyển hàng hóa,,,,,,,,,
Bảo Huy Long - Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Bảo Huy Long,,"134/22 Lạc Long Quân, P. 9, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38604696,,,,,vận chuyển hàng hóa,,,,,,,,,
Nguyễn Phương Anh - Công Ty TNHH Nguyễn Phương Anh,,"18/53E Nguyễn Cửu Vân, P. 17, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35144181,,,,,vận chuyển hàng hóa,,,,,,,,,
Thuận An - Công Ty TNHH Vận Chuyển Toàn Cầu Thuận An,www.gfcforwarding.com.vn,"490E Điện Biên Phủ, P. 21, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35039829,,,,info@gcforwarding.com.vn,vận chuyển hàng hóa,,,,,,,,,
Doanh Nghiệp Tư Nhân Lê Duyên Dịch Vụ Vận Chuyển Nhanh,,"135/17/73 Nguyễn Hữu Cảnh, P. 22, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 54456270,,,,quickservice@hcm.fpt.vn,vận chuyển hàng hóa,,,,,,,,,
Hữu Nam - Công Ty TNHH Thương Mại Vận Tải Hữu Nam,,"Bến Xe Tải Tây Nam, Khu Phố 1,Quốc Lộ 1A, P. Đông Hưng Thuận, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 37151079,,,,huunam_57@yahoo.com.vn,vận chuyển hàng hóa,,,,,,,,,
Nghĩa Phát - Công Ty TNHH Giao Nhận Vận Tải Nghĩa Phát,,"521/112Bis Cách Mạng Tháng Tám, P. 13, Q. 10,TP. Hồ Chí Minh, Việt Nam",(028) 38628508,,,,,vận chuyển hàng hóa,,,,,,,,,
Vi Na Toàn Cầu - Công Ty Cổ Phần Hàng Hóa Vi Na Toàn Cầu,,"4 Hồng Hà, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 35470956,,,,,vận chuyển hàng hóa,,,,,,,,,
Tài Lộc - Công Ty TNHH Thương Mại Dịch Vụ Tài Lộc,,"21B Tự Do, P. Tân Thành, Q. Tân Phú,TP. Hồ Chí Minh, Việt Nam",(028) 38496862,,,,,vận chuyển hàng hóa,,,,,,,,,
Công Ty Cổ Phần Vận Tải Dầu Khí Quốc Tế,,"Tầng5, 3G Phổ Quang, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38447830,,,,,vận chuyển hàng hóa,,,,,,,,,
Vạn Sinh - Công Ty Cổ Phần Vận Tải Vạn Sinh,,"9A Cư Xá Cảng Tôn Thất Thuyết,Tôn Thất Thuyết, P. 18, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 39413089,,,,vasitransport@vnn.vn,vận chuyển hàng hóa,,,,,,,,,
A.T.A - Công Ty TNHH Thương Mại Dịch Vụ A.T.A,,"214/3F Trần Kế Xương, P. 7, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 35108486,,,,atavietnam@hcm.fpt.vn,vận chuyển hàng hóa,,,,,,,,,
Việt Tiên - Công Ty TNHH Kinh Doanh Trang Thiết Bị Y Tế Việt Tiên,www.sgnlogistics.com.vn,"161 Ký Con, P. Nguyễn Thái Bình, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38213333,,,,mdoffice@logistics.com.vn,vận chuyển hàng hóa,,,,,,,,,
Thế Kỷ Mới - Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Thế Kỷ Mới,,"10/25 Xuân Diệu, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38114172,,,,ncclvn@hcm.fpt.vn,vận chuyển hàng hóa,,,,,,,,,
Thanh Bình - Công Ty TNHH Xây Dựng & Dịch Vụ Vận Tải Hàng Hóa Thanh Bình,,"174/36A Chu Văn An, P. 12, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35160592,,,,,vận chuyển hàng hóa,,,,,,,,,
AQ - Công Ty TNHH Thương Mại & Dịch Vụ Giao Nhận AQ,www.aqvn.com,"54Bis Nguyễn Bỉnh Khiêm, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39104943,,,,forwarding@aqvn.com,vận chuyển hàng hóa,,,,,,,,,
Tâm Trí Nhân - Công Ty TNHH Tâm Trí Nhân,,"229/155 Thích Quảng Đức, P. 4, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 38476758,,,,,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Thương Mại Vận Tải Thái Bình Dương,www.pacific-logistic.com,"Tầng 1, 56 Cù Lao, P. 2, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 66607877,,,,sales4@pacific-logistic.com,vận chuyển hàng hóa,,,,,,,,,
Vĩnh Tuyến - Công Ty TNHH Dịch Vụ Giao Nhận Thương Mại Vĩnh Tuyến,www.everlinesvn.com,"67 Lê Thị Hồng Gấm, P. Nguyễn Thái Bình, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39140835,,,,everlines@hcm.fpt.vn,vận chuyển hàng hóa,,,,,,,,,
Vương Nguyễn - Công Ty TNHH Thương Mại Giao Nhận Vận Tải Vương Nguyễn,,"56 Khu Phố 2,Phan Huy Thực, P. Tân Kiểng, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 37752358,,,,,vận chuyển hàng hóa,,,,,,,,,
TILA Logistics - Công Ty TNHH TILA Logistics,,"4/4 Tản Viên, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38486747,,,,tila@vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH MTV Thương Mại Và Dịch Vụ Tín Khải,www.tinkhai.vn,"1A Ngõ 74 Kim Ngưa, Q. Hai Bà Trưng,TP. Hồ Chí Minh, Việt Nam",(028) 37584738,,,,cuong.le@tinkhai.vn,vận chuyển hàng hóa,,,,,,,,,
Minh Phú - Công Ty TNHH Thương Mại & Dịch Vụ Vận Chuyển Minh Phú,,"2B Đường Số 26, P. Bình An, Q. 2,TP. Hồ Chí Minh, Việt Nam",(028) 37406145,,,,dolasphong@gmail.com,vận chuyển hàng hóa,,,,,,,,,
Cơ Sở Duy Thành Phát Dịch Vụ Giao Nhận Hàng Hóa XNK,,"48/3 Phan Chu Trinh, P. Tân Sơn Nhì, Q. Tân Phú,TP. Hồ Chí Minh, Việt Nam",(028) 62679870,,,,,vận chuyển hàng hóa,,,,,,,,,
ánh Xuân - Công Ty TNHH Giao Nhận Vận Tải ánh Xuân,,"6I Lô J,Ung Văn Khiêm, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35122865,,,,,vận chuyển hàng hóa,,,,,,,,,
Tiếng Còi Con - Công Ty Cổ Phần Tiếng Còi Con,www.binsonlogistics.com,"Phòng 704A, Cao ốc Screc, Kênh Nhiêu Lộc,P. 12, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 62904822,,,,tamptb@binsonlogistics.com,vận chuyển hàng hóa,,,,,,,,,
Sơn Thủy - Công Ty TNHH Dịch Vụ Vận Chuyển & Thương Mại Quốc Tế Sơn Thủy,,"435 Nguyễn Trãi, P. 7, Q. 5,TP. Hồ Chí Minh, Việt Nam",(028) 38363675,,,,,vận chuyển hàng hóa,,,,,,,,,
Tân Lập Thành (Q.T) - Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Tân Lập Thành (Q.T),,"209/13Ter Tôn Thất Thuyết, P. 3, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 39125075,,,,,vận chuyển hàng hóa,,,,,,,,,
MI - Công Ty TNHH Giao Nhận & Thương Mại MI,,"10 Đường Số 48, P. 3, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 39413430,,,,,vận chuyển hàng hóa,,,,,,,,,
Hà Nam Hải - Công Ty TNHH Dịch Vụ & Thương Mại Hà Nam Hải,,"6-8 Đoàn Văn Bơ, P. 9, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38265398,,,,hanamhai@vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Công Ty Vico Shipping,www.vico.com.hk,"Phòng 24, Tầng 2, 6 Phùng Khắc Khoan, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38245461,,,,,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty NYK Logistics (Singapore),www.nyklogistics.com,"Phòng 701, Tầng7, Cao ốc Văn Phòng Sài Gòn Riverside, 2A-4A Tôn Đức Thắng, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38235785,,,,,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty World Logistics,,"11 Sông Thao, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38488335,,,,wlisgn@wli.co.vn,vận chuyển hàng hóa,,,,,,,,,
Uti Worldwide - Vpđd Công ty TNHH Uti Worldwide,www.go2uti.com,"Tầng3, 151-151B Nguyễn Đình Chiểu, P. 6, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 39302246,,,,sgn@go2uti.com,vận chuyển hàng hóa,,,,,,,,,
Vinh Phúc - Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Vinh Phúc,,"165/8 Bạch Đằng, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 62955991,,,,,vận chuyển hàng hóa,,,,,,,,,
LSC - Công Ty TNHH Giao Nhận & Thương Mại LSC,,"447 - 449 Hoàng Sa, P. 8, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 38480642,,,,lscvn@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Vĩnh Thành - Công Ty TNHH Thương Mại & Dịch Vụ Vĩnh Thành,,"94/63A Huỳnh Khương An, P. 5, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 38940055,,,,,vận chuyển hàng hóa,,,,,,,,,
Kiều Thanh - Công Ty TNHH Một Thành Viên Thương Mại Dịch Vụ Kiều Thanh,,"546 Trần Hưng Đạo, P. 14, Q. 5,TP. Hồ Chí Minh, Việt Nam",(028) 38562746,,,,,vận chuyển hàng hóa,,,,,,,,,
Sao Vàng - Công Ty TNHH Dịch Vụ Giao Nhận Sao Vàng,,"30/30 Thích Quảng Đức, P. 5, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 38909375,,,,tuangoldstar@hcm.fpt.vn,vận chuyển hàng hóa,,,,,,,,,
Thần Tốc - Công Ty TNHH Giao Nhận Thần Tốc,,"436 Bà Hạt, P. 8, Q. 10,TP. Hồ Chí Minh, Việt Nam",(028) 39570953,,,,minhnt-vf@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty CTSI Holdings,www.ctsi-logistics.com,"Phòng 506A, Tầng5, Tòa Nhà Hải Thành, 2 Thi Sách, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38246283,,,,quyen_lee@hcm.fpt.vn,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Sagawa Express Việt Nam,www.sagawa-vtm.com.vn,"24 Cửu Long, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38487312,,,,van_nhap@sagawa-vtm.com.vn,vận chuyển hàng hóa,,,,,,,,,
An Thành Hưng - Công Ty TNHH Thương Mại & Xây Dựng,,"59/18A Tân Chánh Hiệp 10,Khu Phố 4, P. Tân Chánh Hiệp, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 62737988,,,,,vận chuyển hàng hóa,,,,,,,,,
Công Ty Cổ Phần Vận Tải Đa Phương Thức Vietranstimex,www.vietranstimex.com.vn,"40 Lê Văn Linh, P. 12, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38264035,,,,vtt@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
An Toàn - Công Ty TNHH Vận Chuyển An Toàn,,"153/48 Quốc Lộ 13, P. 26, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35119147,,,,,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Thương Mại Dịch Vụ Vận Chuyển Nhanh Quốc Tế,,"Tầng1, 174A Nguyễn Văn Trỗi, P. 8, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 39970104,,,,josephhan@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Hoàn Cầu Tự Quản - Công Ty TNHH Giao Nhận Hoàn Cầu Tự Quản,,"63 Trần Quốc Hoàn, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38449528,,,,,vận chuyển hàng hóa,,,,,,,,,
Kim Trần - Công Ty TNHH Kim Trần,,"166 Đào Duy Anh, P. 9, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 38451491,,,,,vận chuyển hàng hóa,,,,,,,,,
Doanh Nghiệp Tư Nhân Linh Tiến,,"Phòng 205, Tầng2, 51 Đinh Tiên Hoàng, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39111355,,,,,vận chuyển hàng hóa,,,,,,,,,
ML Toàn Thế - Công Ty TNHH Giao Nhận Thương Mại ML Toàn Thế,,"Tầng3, Tòa Nhà FCC, 45 Đinh Tiên Hoàng, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39103505,,,,mlww@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Thương Mại & Dịch Vụ Giao Nhận Kho Vận Việt Nam (Vinalogistics),,"Tầng 5, 68 Hoàng Diệu, P. 12, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38269018,,,,info@vinalogistics.com,vận chuyển hàng hóa,,,,,,,,,
Bảo Liêm - Công Ty TNHH Thương Mại Dịch Vụ Bảo Liêm,www.baoliemco.com,"573 Nguyễn Thị Thập, P. Tân Phong, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 37751301,,,,baoliemtradingco@yahoo.com,vận chuyển hàng hóa,,,,,,,,,
Hoàng Tuấn Việt - Công Ty TNHH Giao Nhận Vận Tải Quốc Tế Hoàng Tuấn Việt,,"82/16 Đinh Tiên Hoàng, P. 1, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 38410020,,,,,vận chuyển hàng hóa,,,,,,,,,
G.T.L - Công Ty TNHH Thương Mại Dịch Vụ G.T.L,,"111 Nguyễn Thái Bình, P. Nguyễn Thái Bình, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38214181,,,,,vận chuyển hàng hóa,,,,,,,,,
Gia Định - Công Ty TNHH Vận Tải & Thương Mại Gia Định,,"12 Đoàn Như Hài, P. 12, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38259328,,,,giditrans@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Do Ô Ra - Công Ty TNHH Giao Nhận & Vận Tải Do Ô Ra,,"45 Lam Sơn, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38486966,,,,,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH PANALPINA WORLD TRANSPORT,www.panalpina.com,"39B Trường Sơn, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 39974780,,,,info.vietnam@panalpina.com,vận chuyển hàng hóa,,,,,,,,,
